Chrom	Gene Name	Strand	Positions
chr1	TEDDM1	-	[182398117, 182398287]
chr1	LINC01142	-	[170271603]
chr1	AGBL4	-	[48661950, 48727523, 48727866, 48763279, 48903465]
chr1	SH2D1B	-	[162395266]
chr1	ZP4	-	[237882405]
chr1	DUSP5P1	+	[228645950, 228652284]
chr1	CCDC18-AS1	-	[93311280, 93314493, 93331551, 93332316, 93334113, 93334311, 93338229, 93338472, 93342230]
chr1	RPS8	+	[44776117, 44776760, 44777616, 44777859, 44778101, 44778647]
chr1	LOC105378828	-	[86580753, 86655296, 86703502]
chr1	PGBD5	-	[230321646, 230364264, 230370893, 230382784, 230415563, 230415735, 230417712]
chr1	PGBD2	+	[248918645, 248919145]
chr1	CTPS1	+	[40981576, 40982127, 40990563, 41000576, 41004249, 41005625, 41011740, 41012443, 41012562]
chr1	KIRREL1-IT1	+	[158031165, 158032005]
chr1	TMEM201	+	[9604948, 9614872]
chr1	PPIAL4E	-	[144421390, 144421495, 144440741, 144440895, 144442531, 144445595, 144445941, 144446073, 144449508, 144459601, 144460129, 144480804, 144523819, 144534696, 144595188, 144609343, 144609584, 144612737, 144614389, 144616082, 144830041, 144830209, 144887265, 144889039, 144890658, 144891773, 144898164, 144898840, 144902770, 144925812, 144926152, 144987049, 144989083, 145005210, 145036292, 145092954, 145112532, 145116497, 145117535, 145117660, 145136182, 145136897, 145138450, 145138699, 145164099, 145202214, 145215540, 145233628, 145234563, 145235554]
chr1	PPIAL4D	-	[144421390, 144421495, 144440741, 144440895, 144442531, 144445595, 144445941, 144446073, 144449508, 144459601, 144460129, 144480804, 144523819, 144534696, 144595188, 144609343, 144609584, 144612737, 144614389, 144616082, 144830041, 144830209, 144887265, 144889039, 144890658, 144891773, 144898164, 144898840, 144902770, 144925812, 144926152, 144987049, 144989083, 145005210, 145036292, 145092954, 145112532, 145116497, 145117535, 145117660, 145136182, 145136897, 145138450, 145138699, 145164099, 145202214, 145215540, 145233628, 145234563, 145235554]
chr1	USP1	+	[62443190, 62443319, 62444187, 62444857, 62450397, 62450531, 62451648, 62451803]
chr1	HIST2H2AA3	-	[149842253, 149844557, 149844668, 149846301, 149851552]
chr1	SLC6A17	+	[110160683, 110160876, 110174591, 110194688]
chr1	FBXO44	+	[11662290, 11663323]
chr1	HMGCS2	-	[119747996, 119748379]
chr1	ZNF326	+	[90006448, 90010164, 90016645, 90020855, 90022317, 90027358, 90027678, 90028107, 90028225, 90028481, 90033587, 90033956]
chr1	KIAA1324	+	[109181781, 109203231, 109206780]
chr1	FBXO42	-	[16247365, 16248764, 16249979, 16250741, 16254979, 16255080, 16255305, 16255807, 16257166, 16257434, 16258643, 16262900, 16266519, 16266858, 16268413, 16268597, 16279568, 16283574, 16290513, 16351571]
chr1	DCDC2B	+	[32214472, 32216191]
chr1	PTP4A2	-	[31906421, 31906698, 31907377, 31907566, 31907786, 31908340, 31908633, 31908763, 31911701, 31913670, 31915614, 31915968, 31922705]
chr1	SH3BP5L	-	[248810446]
chr1	GALE	-	[23795604, 23798371]
chr1	USF1	-	[161039251]
chr1	LGALS8	+	[236523052, 236536162, 236548231, 236549005, 236549268, 236550392, 236550826, 236552344, 236552888]
chr1	IGSF21	+	[18153428, 18378482]
chr1	LOC102723727	+	[211836195, 211836465, 211836610, 211839932, 211842531, 211853702]
chr1	AKIRIN1	+	[39005235, 39005548, 39005759, 39005890, 39006058]
chr1	LINC01653	+	[218059139]
chr1	RPS6KC1	+	[213068679, 213070140, 213072595, 213149540, 213164841, 213165595, 213165852, 213168150, 213181805, 213186463, 213190016, 213273398, 213274546, 213274773]
chr1	MRPS14	-	[175012958, 175014486]
chr1	VAV3-AS1	+	[107994606]
chr1	LINC01719	+	[146058179, 146058319]
chr1	ASAP3	-	[23428563, 23457097, 23469571]
chr1	ECM1	+	[150513559, 150513788]
chr1	LOR	+	[153262121]
chr1	KIAA1522	+	[32746148, 32756603, 32758854, 32762760, 32774748, 32774969]
chr1	FOXO6	+	[41375004, 41383589]
chr1	LPGAT1	-	[211743457, 211743620, 211744980, 211745114, 211748204, 211748512, 211800316]
chr1	PEX14	+	[10479934, 10480123, 10480376, 10480487, 10502471, 10502622, 10502789, 10516673, 10516896, 10517774, 10518681, 10518993, 10519541, 10520007, 10520395, 10520677, 10521056, 10521345, 10521476, 10522653, 10523049, 10523172, 10523737, 10527655, 10528894, 10530050, 10580009, 10583820, 10630643, 10630757]
chr1	TIMM17A	+	[201969718, 201970213, 201970350, 201970660]
chr1	LOC101929516	+	[39569665, 39569863, 39571305]
chr1	LYPD8	-	[248739415, 248743942]
chr1	RPL22	-	[6185020]
chr1	RGS4	+	[163076480, 163076589]
chr1	RGS5	-	[163142306, 163214400, 163244505, 163278045, 163298699, 163304211, 163309225, 163310165, 163313539]
chr1	RGS7	-	[240775514]
chr1	FLJ23867	+	[180200290]
chr1	RGS8	-	[182641816]
chr1	EYA3	-	[27970344, 27976057, 27988473, 27992653, 28028663, 28046917, 28088034, 28088271]
chr1	INAVA	+	[200915672]
chr1	PIGC	-	[172441511]
chr1	PIGK	-	[77088990, 77090811, 77091699, 77092111, 77096499, 77129618, 77153536, 77166608, 77170258]
chr1	PIGM	-	[160027673, 160028066, 160028430, 160029487, 160029826, 160029953]
chr1	PIGR	-	[206928522]
chr1	LINC01788	+	[70710436, 70711884, 70712544, 70713162, 70714216, 70715687, 70715933, 70716154, 70716294, 70716785, 70717167, 70717551, 70718618, 70724787, 70726436, 70727104, 70747182, 70785413, 70786467]
chr1	PIGV	+	[26795673, 26796879, 26797573, 26797686, 26798277, 26798395]
chr1	CATSPERE	+	[244508780, 244557610, 244567989, 244571864, 244572017, 244572257, 244573891, 244596059, 244600195, 244600996, 244640359]
chr1	LINC01781	+	[80646787]
chr1	LOC101928650	-	[170522508, 170522800]
chr1	CNIH4	+	[224364184, 224365954, 224371345, 224375908, 224376705, 224376809, 224377654, 224377759, 224379222, 224379365]
chr1	ADAMTSL4-AS1	-	[150560895, 150570879, 150571944, 150572587]
chr1	SRRM1	+	[24643346, 24646753, 24648869, 24648974, 24649983, 24652311, 24665352, 24666694, 24670287, 24671358, 24673124, 24673266]
chr1	OAZ3	+	[151766486, 151771329]
chr1	KANK4	-	[62236238, 62236674, 62237217, 62237644, 62296773]
chr1	LOC101929464	+	[33353213, 33360284, 33363244]
chr1	ALPL	+	[21543813, 21543920, 21545174, 21546074, 21555745, 21578411]
chr1	TM2D1	-	[61681046, 61694222, 61694720, 61697445, 61698818, 61700935, 61715442]
chr1	LOC110117498	-	[46175486]
chr1	SRP9	+	[225785786, 225790062, 225790384]
chr1	FAM71A	+	[212626774]
chr1	IGFN1	+	[201195898, 201198006, 201199366, 201199618, 201200690, 201207546, 201209212, 201218973, 201228647, 201228861]
chr1	SMAP2	+	[40408662, 40422116, 40423171, 40423321]
chr1	NUP133	-	[229441297, 229441774, 229441883, 229456836, 229458246, 229458819, 229460311, 229460976]
chr1	TRMT1L	-	[185118098, 185119112, 185119964, 185139910, 185140192, 185142589, 185145332]
chr1	NTRK1	+	[156840063, 156881849]
chr1	RSBN1	-	[113761832, 113761995, 113765322, 113765436, 113778366, 113794272, 113798035, 113811717]
chr1	DVL1	-	[1335422, 1337450, 1338709, 1339620, 1341191, 1342568]
chr1	LOC101927844	+	[87213789]
chr1	EVI5	-	[92508696, 92528900, 92539347, 92539484, 92552115, 92605421, 92694305, 92712025, 92712132, 92714986, 92716487, 92725379, 92734525, 92737193, 92762745, 92771081, 92784541]
chr1	ARHGAP29	-	[94171751, 94172614, 94172773, 94173222, 94176613, 94201895, 94202568, 94203123, 94207885, 94231630]
chr1	ZSCAN20	+	[33473648, 33474554, 33474723, 33475588, 33476241, 33478723, 33478831, 33483455, 33485518, 33492635, 33496394]
chr1	HHAT	+	[210404886, 210404997, 210416356, 210419515, 210420044, 210439233, 210628255, 210676234]
chr1	RIIAD1	+	[151729599]
chr1	MYSM1	-	[58654739, 58655071, 58658466, 58659527, 58676772, 58690228, 58698195]
chr1	RBP7	+	[10016019]
chr1	SSBP3-AS1	+	[54238989]
chr1	EPRS	-	[219968794, 219969100, 219980232, 219980791, 219987179, 219987379, 219988590, 219988822, 219996983, 220025245, 220030388]
chr1	UBR4	-	[19074506, 19074630, 19097247, 19121306, 19197987, 19205781, 19209133]
chr1	FCRL4	-	[157574725]
chr1	SLC44A3-AS1	-	[94668139, 94673497, 94702999]
chr1	EIF4G3	-	[20806582, 20807115, 20807326, 20808956, 20809071, 20809948, 20826016, 20828132, 20862255, 20881420, 20909865, 20972399, 20973629, 20974066, 20974388, 20975921, 20977131, 20977725, 20977935, 20978358, 20978488, 20978756, 20981740, 20985448, 21046335, 21069185, 21069758, 21069875, 21071210, 21075935, 21077449, 21080672, 21100102, 21101874, 21102045, 21102233, 21103133, 21106369, 21133031, 21133265, 21133593, 21133854, 21144259, 21158261, 21175248]
chr1	C1orf35	-	[228100731, 228100978, 228101473, 228102111, 228102322]
chr1	SWT1	+	[185170777, 185245910, 185260700, 185261678, 185265583, 185265781, 185266085, 185266522, 185266741, 185266956, 185272776, 185274257, 185291498, 185291670]
chr1	NR1I3	-	[161229666, 161230508]
chr1	DR1	+	[93360788, 93360897, 93361104, 93362151, 93362272, 93362522]
chr1	LOC101927604	+	[230879014]
chr1	VPS72	-	[151176464, 151176768, 151182499]
chr1	MATN1	-	[30711277]
chr1	TRIM33	-	[114392777, 114395913, 114397690, 114404994, 114407029, 114414259, 114423645, 114437441, 114437738, 114454942, 114456626]
chr1	RPL5	+	[92833432, 92834865, 92835249, 92835441, 92835578, 92836313, 92837367, 92837558, 92840639, 92841847]
chr1	RASSF5	+	[206545616, 206545881, 206558908, 206566163, 206581202, 206582781, 206583073, 206589214]
chr1	LYSMD1	-	[151159748]
chr1	CHD5	-	[6101792]
chr1	CCDC185	+	[223395464]
chr1	CAP1	+	[40040772, 40042419, 40065767, 40071821, 40072065, 40072173, 40072573]
chr1	ERMAP	+	[42831952, 42836928, 42844913]
chr1	IL22RA1	-	[24119771, 24121801, 24121954, 24122146, 24124862, 24135308, 24139779]
chr1	TTC4	+	[54718955, 54737541, 54742000, 54742233, 54742636]
chr1	RAB3GAP2	-	[220148293, 220148431, 220150140, 220150257, 220150630, 220151094, 220153578, 220154103, 220154801, 220160724, 220161934, 220163442, 220180600, 220197693, 220198582, 220203732, 220230945, 220231159, 220253654, 220253837, 220254543, 220255037, 220255190, 220263703, 220266214, 220267728]
chr1	FPGT-TNNI3K	+	[74205527, 74207065, 74207233, 74208183, 74240682, 74375847, 74418345, 74544427]
